id,character,name,cloth,version,group,rank,god,artistSaint,artistCloth,image,historySaint,historyCloth,curiosities
714,,,381,,athena-unknown-saints,6,582,6,6,/cloth-schemes/athena-saints/aurora-saint.jpg,29,0,
715,,,452,,athena-unknown-saints,6,582,6,6,/cloth-schemes/athena-saints/desert-saint.jpg,29,0,
716,,,453,,athena-unknown-saints,6,582,6,6,/cloth-schemes/athena-saints/thunderstorm-saint.jpg,29,0,
717,,,454,,athena-unknown-saints,6,582,6,6,/cloth-schemes/athena-saints/tsunami-saint.jpg,29,0,
718,558,558,434,v2,athena-unknown-saints,6,582,6,6,/cloth-schemes/athena-saints/tornado-ellan-2.jpg,29,0,
719,619,619,199,,odin-gods,9,495,6,6,/cloth-schemes/odin-god-warriors/loki-vsaint-seiya-online.jpg,29,0,
720,,,,,odin-blue-warrior-soldiers,1,495,6,6,/cloth-schemes/odin-blue-warriors/blue-graad-soldier.jpg,1,0,
721,620,620,,,poseidon-mariners,,494,6,6,/cloth-schemes/poseidon-mariners/asceta.jpg,29,0,
722,33,33,25,,ares-gods,9,33,6,6,/cloth-schemes/ares-berserkers/ares-lost-canvas.jpg,7,0,
723,395,395,8,v1,athena-saints-1,5,582,7,7,/cloth-schemes/athena-saints/andromeda-shun-1-anime.jpg,12,12,
724,15,15,336,,athena-saints-78,7,582,6,6,/cloth-schemes/athena-saints/taurus-aldebaran-los.jpg,26,0,
725,224,224,132,,poseidon-mariners-archetypes,9,494,37,37,/cloth-schemes/poseidon-mariners/lyumnades-kasa-archetype.jpg,2,2,
726,195,195,137,,poseidon-mariners-archetypes,9,494,37,37,/cloth-schemes/poseidon-mariners/scylla-io-archetype.jpg,2,2,
727,217,217,46,v2,hades-celestial-star-34,13,168,3,3,/cloth-schemes/hades-specters/bennu-kagaho-v2.jpg,6,6,
728,,,230,v2,hades-celestial-star-8,,168,6,6,/cloth-schemes/hades-specters/wyrm-2.jpg,29,0,
729,,,230,,hades-celestial-star-8,,168,6,6,/cloth-schemes/hades-specters/wyrm-god.jpg,29,0,
730,498,498,460,,pontos-cyclops,,342,,,/cloth-schemes/pontos-primordial/steropes-blue-god.jpg,36,0,
731,289,289,457,,pontos-cyclops,,342,,,/cloth-schemes/pontos-primordial/brontes-dark-god.jpg,36,0,
732,499,499,63,,athena-saints-18,5,582,4,4,/cloth-schemes/athena-saints/cassiopeia-rebecca.jpg,5,5,
733,,,,,bellatrix-soldiers,1,36,,,/cloth-schemes/bellatrix-guardians/imperial-guards.jpg,44,0,
734,379,379,261,v1,athena-saints-62,5,582,,,/cloth-schemes/athena-saints/pegasus-seiya-kotz-1.jpg,20,0,
735,502,502,344,,athena-saints-80,4,582,20,,/cloth-schemes/athena-saints/triangulum-saint-black.jpg,12,0,
736,506,506,463,,eris-dryads,,308,6,6,/cloth-schemes/eris-dryads/lies-pseudos.jpg,5,0,
737,508,508,464,,eris-ghost-saints-2,,308,6,6,/cloth-schemes/eris-dryads/massacre-androctasias.jpg,5,0,
738,507,507,462,,eris-ghost-saints-2,,308,6,6,/cloth-schemes/eris-dryads/deception-patty.jpg,5,0,
739,509,509,465,,eris-ghost-saints-2,,308,6,6,/cloth-schemes/eris-dryads/plunder-layla.jpg,5,0,
740,508,508,63,,athena-saints-18,4,582,6,6,/cloth-schemes/athena-saints/cassiopeia-androctasias.jpg,5,5,
741,507,507,105,,athena-saints-32,4,582,6,6,/cloth-schemes/athena-saints/delphinus-black-patty.jpg,5,0,
742,509,509,352,,athena-saints-84,4,582,6,6,/cloth-schemes/athena-saints/ursa-minor-black-layla.jpg,5,5,
743,558,558,434,,athena-unknown-saints,9,582,6,6,/cloth-schemes/athena-saints/tornado-ellan-god.jpg,29,0,
744,151,151,151,,athena-unknown-saints,6,582,6,6,/cloth-schemes/athena-saints/ghosts-master-geist-online.jpg,29,29,
745,120,120,63,,athena-saints-18,6,582,6,6,/cloth-schemes/athena-saints/cassiopeia-silver-elda.jpg,5,29,
746,192,192,173,,athena-saints-43,6,582,6,6,/cloth-schemes/athena-saints/hydrus-ichi.jpg,29,29,
747,37,37,195,,athena-saints-48,5,582,6,6,/cloth-schemes/athena-saints/lepus-arne-online.jpg,29,29,
748,225,225,80,,athena-saints-27,5,582,6,6,/cloth-schemes/athena-saints/corona-borealis-katya-online.jpg,29,29,
749,20,20,105,,athena-saints-32,5,582,6,6,/cloth-schemes/athena-saints/delphinus-mii-online.jpg,29,29,
750,233,233,157,,athena-saints-39,6,582,6,6,/cloth-schemes/athena-saints/grus-komachi-online.jpg,29,29,
751,340,340,258,,athena-saints-61,6,582,6,6,/cloth-schemes/athena-saints/pavo-pavlin-online.jpg,29,29,
752,329,329,166,,athena-former-saints-40,,582,,,/cloth-schemes/athena-saints/noctua-partita.jpg,6,0,
753,513,513,58,,athena-saints-14,4,582,10,,/cloth-schemes/athena-saints/nero-priest.jpg,40,0,
754,394,394,133,dress,athena-saints-35,5,582,4,4,/cloth-schemes/athena-saints/equuleus-shoko-dress.jpg,5,5,
755,399,399,122,,odin-ursa-major-star-1,1,495,6,6,/cloth-schemes/odin-god-warriors/siegfried.jpg,12,0,
756,185,185,90,,athena-saints-31,9,582,5,5,/cloth-schemes/athena-saints/cygnus-hyoga-god-anime.jpg,12,12,
757,192,192,172,,athena-saints-42,5,582,5,5,/cloth-schemes/athena-saints/hydra-ichi-anime.jpg,12,12,
758,518,518,,,zeus-gods,9,306,,,,19,0,
759,520,520,,,zeus-gods,9,306,,,,19,0,
760,521,521,259,,zeus-gods,9,306,10,6,/cloth-schemes/zeus-gods/aphrodite.jpg,29,0,
761,455,455,,,zeus-gods,9,306,5,5,,19,0,
762,525,525,,,zeus-gods,9,306,,,,19,0,
763,526,526,,,zeus-gods,9,306,,,,19,0,
764,168,168,,,zeus-gods,9,306,,,,19,0,
765,528,528,,,zeus-gods,9,306,,,,19,0,
766,494,494,21,,zeus-gods,9,306,,,,19,0,
767,221,221,309,,poseidon-mariners-generals,18,494,18,18,/cloth-schemes/poseidon-mariners/sea-dragon-kanon-odyssey.jpg,38,38,
768,139,139,,,odin-blue-warriors,,495,18,,/cloth-schemes/odin-blue-warriors/alexei-odyssey.jpg,38,0,
769,275,275,52,,athena-saints-10,5,582,6,6,/cloth-schemes/athena-saints/caelum-michelangelo.jpg,0,19,
770,,,,,cronus-titan-soldiers,1,84,,,/cloth-schemes/cronus-titans/titan-soldiers.jpg,8,0,
771,139,602,140,,odin-god-warriors,,495,29,29,/cloth-schemes/odin-god-warriors/frey.jpg,22,0,
772,530,530,113,,apsu-anunnakis,9,30,6,6,/cloth-schemes/apsu-anunnaki/enki.jpg,43,0,
773,,,,,apsu-weapons,1,30,6,6,/cloth-schemes/apsu-anunnaki/humbaba-weapons.jpg,43,0,
774,28,28,,,apollo-golden-warriors-gods,7,28,,,/cloth-schemes/apollo-golden-warriors/apollo-guardians.jpg,46,0,
775,532,532,478,,hades-terrestrial-star-108,14,168,28,6,/cloth-schemes/hades-specters/laelaps-suzuri.jpg,39,0,
776,,,,,pontos-cyclops-soldiers,1,342,,,/cloth-schemes/pontos-primordial/soldier-cyclops.jpg,36,0,
777,259,259,216,v2,ares-mars-gods,9,33,5,,/cloth-schemes/ares-martians/mars-ludwig-v2.jpg,16,0,
778,527,527,314,,athena-saints-77,5,582,40,40,/cloth-schemes/athena-saints/sextans-luna.jpg,40,40,
779,257,257,202,,apollo-angels,,28,6,6,/cloth-schemes/apollo-angels/angel-lucifer.jpg,24,0,
780,330,330,272,,hades-gods,9,168,10,6,/cloth-schemes/hades-specters/persephone-awakening.jpg,40,0,
781,497,497,395,,hades-celestial-star-21,13,168,6,6,/cloth-schemes/hades-specters/dawon-erythro.jpg,43,0,
782,533,533,6,,athena-gods,9,582,10,,/cloth-schemes/athena-saints/athena-sao.jpg,36,0,
783,38,38,,,artemis-gods,9,38,6,6,/cloth-schemes/artemis-satellites/artemis.jpg,4,0,
784,6,6,83,,eris-ghost-saints-2,,308,6,6,/cloth-schemes/eris-dryads/crater-aeson-dryad.jpg,5,0,
785,249,249,,,chronos-hours-1,2,524,18,18,/cloth-schemes/chronos-hours/01-chloto.jpg,38,38,
786,534,534,,,chronos-hours-5,2,524,18,18,/cloth-schemes/chronos-hours/05-lachesis.jpg,38,38,
787,535,535,,,chronos-hours-11,2,524,18,18,/cloth-schemes/chronos-hours/11-atropos.jpg,38,38,
788,536,536,,,chronos-leptas-12-5,37,524,18,18,/cloth-schemes/chronos-hours/12-05-drachme.jpg,38,38,
789,537,537,479,,chronos-hours-12,2,524,18,18,/cloth-schemes/chronos-hours/12-kelpie-arctos.jpg,38,38,
790,,,,,chronos-stigmas-2-36-54,46,524,,,/cloth-schemes/chronos-hours/02-36-54-stigma.jpg,38,38,
791,,,,,chronos-stigmas-4-9-54,46,524,,,/cloth-schemes/chronos-hours/04-09-54-stigma.jpg,38,38,
792,,,,,chronos-stigmas-7-48-6,46,524,18,18,/cloth-schemes/chronos-hours/07-48-06-stigma.jpg,38,38,
793,379,379,261,v1,athena-saints-62,5,582,18,18,/cloth-schemes/athena-saints/pegasus-seiya-1-time-odyssey.jpg,38,38,
794,379,379,261,v2,athena-saints-62,5,582,18,18,/cloth-schemes/athena-saints/pegasus-seiya-2-time-odyssey.jpg,38,38,
795,390,390,111,v1,athena-saints-34,5,582,18,18,/cloth-schemes/athena-saints/draco-shiryu-1-time-odyssey.jpg,38,38,
796,390,390,111,v2,athena-saints-34,5,582,18,18,/cloth-schemes/athena-saints/draco-shiryu-2-time-odyssey.jpg,38,38,
797,185,185,90,v1,athena-saints-31,5,582,18,18,/cloth-schemes/athena-saints/cygnus-hyoga-1-time-odyssey.jpg,38,38,
798,395,395,8,v1,athena-saints-1,5,582,18,18,/cloth-schemes/athena-saints/andromeda-shun-1-time-odyssey.jpg,38,38,
799,193,193,278,v1,athena-saints-64,5,582,18,18,/cloth-schemes/athena-saints/phoenix-ikki-1-time-odyssey.jpg,38,38,
800,193,193,278,unknown,athena-saints-64,5,582,18,18,/cloth-schemes/athena-saints/phoenix-ikki-unknown.jpg,38,38,
801,538,538,52,,athena-saints-10,6,582,18,,/cloth-schemes/athena-saints/caelum-lodi'n.jpg,38,0,
802,11,11,302,,athena-saints-72,7,582,2,2,/cloth-schemes/athena-saints/sagittarius-aiolos-eg.jpg,8,8,
803,71,71,18,,athena-saints-4,7,582,2,2,/cloth-schemes/athena-saints/aquarius-camus-eg.jpg,8,8,
804,10,10,189,,athena-saints-46,7,582,2,2,/cloth-schemes/athena-saints/leo-aiolia-eg.jpg,8,8,
805,296,296,26,,athena-saints-7,7,582,2,2,/cloth-schemes/athena-saints/aries-mu-eg.jpg,8,8,
806,97,97,55,,athena-saints-12,7,582,2,2,/cloth-schemes/athena-saints/cancer-deathmask-eg.jpg,8,8,
807,396,396,59,,athena-saints-16,7,582,2,2,/cloth-schemes/athena-saints/capricornus-shura-eg.jpg,8,8,
808,370,370,148,,athena-saints-38,7,582,2,2,/cloth-schemes/athena-saints/gemini-saga-eg.jpg,8,8,
809,106,106,197,,athena-saints-49,7,582,2,2,/cloth-schemes/athena-saints/libra-dohko-eg.jpg,8,8,
810,279,279,305,,athena-saints-73,7,582,2,2,/cloth-schemes/athena-saints/scorpio-milo-eg.jpg,8,8,
811,15,15,336,,athena-saints-78,7,582,2,2,/cloth-schemes/athena-saints/taurus-aldebaran-eg.jpg,8,8,
812,381,381,356,,athena-saints-86,7,582,2,2,/cloth-schemes/athena-saints/virgo-shaka-eg.jpg,8,8,
813,27,27,284,,athena-saints-66,7,582,2,2,/cloth-schemes/athena-saints/pisces-aphrodite-eg.jpg,8,8,
814,585,585,6,,athena-gods,9,582,6,6,/cloth-schemes/athena-saints/athena-xv.jpg,0,0,
815,539,539,,,other-characters,9,0,,,/cloth-schemes/others/demiurgo.jpg,39,0,
816,,,302,fake,athena-saints-72,7,582,6,6,/cloth-schemes/athena-saints/sagittarius-fake-cloth.jpg,1,1,
817,214,214,21,,poseidon-gods,9,494,5,5,/cloth-schemes/poseidon-mariners/poseidon-julian-solo-omega.jpg,37,0,
818,404,404,103,,poseidon-mariners-generals,18,494,5,5,/cloth-schemes/poseidon-mariners/siren-sorrento-omega.jpg,37,0,
819,374,374,6,,athena-gods,9,582,5,5,/cloth-schemes/athena-saints/athena-saori-kido-anime.jpg,12,12,
820,424,424,261,,athena-saints-62,5,582,,,,6,0,
821,460,460,228,v1,athena-saints-55,5,582,21,21,/cloth-schemes/athena-saints/monoceros-yato-1-anime.jpg,15,0,
822,193,193,278,,athena-saints-64,9,582,5,5,/cloth-schemes/athena-saints/phoenix-ikki-god-anime.jpg,12,12,
823,386,386,249,,athena-saints-59,7,582,5,5,/cloth-schemes/athena-saints/ophiuchus-shaina-gold.jpg,3,3,
824,424,424,261,,athena-saints-62,9,582,,,,15,0,
825,424,424,261,v5,athena-saints-62,5,582,10,10,/cloth-schemes/athena-saints/pegasus-tenma-5-anime.jpg,15,0,
826,379,379,261,v4,athena-saints-62,5,582,17,17,/cloth-schemes/athena-saints/pegasus-seiya-4-anime.jpg,12,12,
827,379,379,261,v5,athena-saints-62,5,582,17,17,/cloth-schemes/athena-saints/pegasus-seiya-5-anime.jpg,12,12,
828,379,379,261,v4,athena-saints-62,7,582,17,17,/cloth-schemes/athena-saints/pegasus-seiya-4-gold-anime.jpg,12,12,
829,379,379,261,,athena-saints-62,9,582,5,5,/cloth-schemes/athena-saints/pegasus-seiya-god-anime.jpg,13,13,
830,519,,8,,athena-saints-1,4,582,17,26,/cloth-schemes/athena-saints/andromeda-black-anime.jpg,12,12,
831,210,160,90,,athena-saints-31,4,582,17,26,/cloth-schemes/athena-saints/cygnus-jid-anime.jpg,12,12,
832,387,387,111,,athena-saints-34,4,582,17,26,/cloth-schemes/athena-saints/draco-shinadekuro-anime.jpg,34,12,
833,227,227,261,,athena-saints-62,4,582,17,26,/cloth-schemes/athena-saints/pegasus-kenuma-anime.jpg,34,0,
834,360,360,278,,athena-saints-64,4,582,17,26,/cloth-schemes/athena-saints/phoenix-ritahoa-anime.jpg,34,0,
835,395,395,8,v2,athena-saints-1,5,582,17,17,/cloth-schemes/athena-saints/andromeda-shun-2-anime.jpg,12,12,
836,395,395,8,v2,athena-saints-1,7,582,17,10,/cloth-schemes/athena-saints/andromeda-shun-2-gold-anime.jpg,12,12,
837,395,395,8,v3,athena-saints-1,5,582,17,17,/cloth-schemes/athena-saints/andromeda-shun-3-anime.jpg,12,12,
838,395,395,8,,athena-saints-1,9,582,5,5,/cloth-schemes/athena-saints/andromeda-shun-god-anime.jpg,12,12,
839,215,215,70,,athena-saints-22,5,582,5,5,/cloth-schemes/athena-saints/chamaeleon-june-anime.jpg,12,12,
840,185,185,90,v2,athena-saints-31,7,582,17,17,/cloth-schemes/athena-saints/cygnus-hyoga-2-gold-anime.jpg,12,12,
841,185,185,90,v2,athena-saints-31,5,582,17,17,/cloth-schemes/athena-saints/cygnus-hyoga-2-anime.jpg,12,12,
842,185,185,90,v3,athena-saints-31,5,582,17,17,/cloth-schemes/athena-saints/cygnus-hyoga-3-anime.jpg,12,12,
843,390,390,111,v4,athena-saints-34,5,582,17,17,/cloth-schemes/athena-saints/draco-shiryu-4-anime.jpg,12,12,
844,390,390,111,v3,athena-saints-34,5,582,17,17,/cloth-schemes/athena-saints/draco-shiryu-3-anime.jpg,12,12,
845,390,390,111,v3,athena-saints-34,7,582,17,10,/cloth-schemes/athena-saints/draco-shiryu-3-gold-anime.jpg,12,12,
846,55,55,191,,athena-saints-47,5,582,5,5,/cloth-schemes/athena-saints/leo-minor-ban-anime.jpg,12,12,
847,301,301,204,,athena-saints-50,5,582,5,5,/cloth-schemes/athena-saints/lupus-nachi-anime.jpg,12,12,
848,202,202,228,,athena-saints-55,5,582,5,5,/cloth-schemes/athena-saints/monoceros-jabu-anime.jpg,12,12,
849,362,362,261,,athena-saints-62,9,582,,,/cloth-schemes/athena-saints/pegasus-rodorio-god.jpg,15,0,
850,193,193,278,v2,athena-saints-64,5,582,17,17,/cloth-schemes/athena-saints/phoenix-ikki-2-anime.jpg,12,12,
851,193,193,278,v3,athena-saints-64,5,582,17,17,/cloth-schemes/athena-saints/phoenix-ikki-3-anime.jpg,12,12,
852,193,193,278,v2,athena-saints-64,7,582,17,10,/cloth-schemes/athena-saints/phoenix-ikki-2-gold-anime.jpg,12,12,
853,152,152,351,,athena-saints-83,5,582,5,5,/cloth-schemes/athena-saints/ursa-major-geki-anime.jpg,12,12,
854,460,460,228,,athena-saints-55,5,582,,,,6,0,
855,460,460,228,v2,athena-saints-55,5,582,21,21,/cloth-schemes/athena-saints/monoceros-yato-2-anime.jpg,15,0,
856,45,45,279,v1,eris-dryads,,308,6,6,/cloth-schemes/eris-dryads/ruin-ate-1.jpg,5,0,
857,45,45,799,v1,eris-dryads,,308,,,,17,0,
858,45,45,279,v2,eris-dryads,,308,10,,/cloth-schemes/eris-dryads/ruin-ate-2-anime.jpg,17,0,
859,123,123,210,v1,eris-dryads,,308,4,4,/cloth-schemes/eris-dryads/malice-emony-1.jpg,5,5,
860,123,123,210,v1,eris-dryads,,308,10,,/cloth-schemes/eris-dryads/malice-emony-1-anime.jpg,17,0,
861,123,123,797,,eris-dryads,,308,,,,17,0,
862,338,338,234,,eris-dryads,,308,10,,/cloth-schemes/eris-dryads/murder-phonos-anime.jpg,17,0,
863,359,46,255,,eris-ghost-saints-2,,308,10,10,/cloth-schemes/eris-dryads/pain-rigel-anime.jpg,17,0,
864,269,269,301,,eris-ghost-saints-1,,308,5,5,/cloth-schemes/athena-saints/sagitta-maya.png,21,21,
865,203,203,687,,eris-ghost-saints-1,,308,5,5,/cloth-schemes/athena-saints/orion-jager.png,21,21,
866,83,83,86,,eris-ghost-saints-1,,308,5,5,/cloth-schemes/athena-saints/crux-christ.png,21,21,
867,206,206,307,,eris-ghost-saints-1,,308,5,5,/cloth-schemes/athena-saints/scutum-jan.jpg,21,21,
868,318,318,672,,eris-ghost-saints-1,,308,5,5,/cloth-schemes/athena-saints/lyra-orpheus.png,21,21,
869,370,370,148,,apollo-abel-revived-saints,7,28,10,10,/cloth-schemes/athena-saints/gemini-saga-anime.jpg,23,23,
870,396,396,59,,apollo-abel-revived-saints,7,28,10,10,/cloth-schemes/athena-saints/capricornus-shura-anime.jpg,23,23,
871,71,71,18,,apollo-abel-revived-saints,7,28,10,10,/cloth-schemes/athena-saints/aquarius-camus-anime.jpg,23,23,
872,97,97,375,,apollo-abel-revived-saints,7,28,10,10,/cloth-schemes/athena-saints/cancer-deathmask-anime.jpg,23,23,
873,27,27,284,,apollo-abel-revived-saints,7,28,10,10,/cloth-schemes/athena-saints/pisces-aphrodite-anime.jpg,23,23,
874,214,214,21,,poseidon-gods,9,494,5,5,/cloth-schemes/poseidon-mariners/poseidon-julian-solo-anime.jpg,12,12,
875,191,191,176,,hades-dream-gods,9,168,20,,/cloth-schemes/hades-specters/illusion-icelus-anime.jpg,15,0,
876,294,294,232,,hades-dream-gods,9,168,20,,/cloth-schemes/hades-specters/modeler-morpheus-anime.jpg,15,0,
877,315,315,248,,hades-dream-gods,9,168,20,,/cloth-schemes/hades-specters/dream-oneiros-anime.jpg,15,0,
878,332,332,275,,hades-dream-gods,9,168,20,,/cloth-schemes/hades-specters/portrayer-phantasos-anime.jpg,15,0,
879,427,427,339,,hades-brother-gods,9,168,20,,/cloth-schemes/hades-specters/thanatos-lost-canvas-anime.jpg,15,0,
880,188,188,174,,hades-brother-gods,9,168,,,/cloth-schemes/hades-specters/hypnos-lost-canvas-anime.jpg,15,0,
881,22,22,803,,hades-gods,9,168,,,,6,0,
882,168,168,159,,hades-gods,9,168,10,10,/cloth-schemes/hades-specters/hades-lost-canvas-anime.jpg,15,15,
883,168,168,803,,hades-gods,9,168,,,,6,0,
884,375,375,6,,athena-gods,9,582,,,,6,0,
885,71,71,18,,athena-saints-4,7,582,10,10,/cloth-schemes/athena-saints/aquarius-camus-anime.jpg,12,12,
886,296,296,26,,athena-saints-7,7,582,10,10,/cloth-schemes/athena-saints/aries-mu-anime.jpg,12,12,
887,97,97,55,,athena-saints-12,7,582,10,10,/cloth-schemes/athena-saints/cancer-deathmask-anime.jpg,12,12,
888,396,396,59,,athena-saints-16,7,582,10,10,/cloth-schemes/athena-saints/capricornus-shura-anime.jpg,12,12,
889,370,370,148,,athena-saints-38,7,582,10,10,/cloth-schemes/athena-saints/gemini-saga-anime.jpg,12,12,
890,221,221,148,,athena-saints-38,7,582,17,10,/cloth-schemes/athena-saints/gemini-kanon-anime.jpg,12,12,
891,10,10,189,,athena-saints-46,7,582,7,7,/cloth-schemes/athena-saints/leo-aiolia-anime.jpg,12,12,
892,106,106,197,,athena-saints-49,7,582,10,10,/cloth-schemes/athena-saints/libra-dohko-anime.jpg,12,12,
893,27,27,284,,athena-saints-66,7,582,10,10,/cloth-schemes/athena-saints/pisces-aphrodite-anime.jpg,12,12,
894,11,11,302,,athena-saints-72,7,582,10,10,/cloth-schemes/athena-saints/sagittarius-aiolos-anime.jpg,12,12,
895,,,302,fake,athena-saints-72,7,582,23,23,/cloth-schemes/athena-saints/sagittarius-fake-cloth-anime.jpg,12,12,
896,279,279,305,,athena-saints-73,7,582,10,10,/cloth-schemes/athena-saints/scorpio-milo-anime.jpg,12,12,
897,15,15,336,,athena-saints-78,7,582,10,10,/cloth-schemes/athena-saints/taurus-aldebaran-anime.jpg,12,12,
898,381,381,356,,athena-saints-86,7,582,10,10,/cloth-schemes/athena-saints/virgo-shaka-anime.jpg,12,12,
899,389,389,26,,athena-saints-7,7,582,21,21,/cloth-schemes/athena-saints/aries-shion-lost-canvas-anime.jpg,15,15,
900,106,106,197,,athena-saints-49,7,582,21,21,/cloth-schemes/athena-saints/libra-dohko-lost-canvas-anime.jpg,15,15,
901,477,477,,,pontos-grigoris,,342,,,/cloth-schemes/pontos-primordial/watcher-grigori.jpg,36,0,
902,404,404,103,,poseidon-mariners-generals,18,494,17,17,/cloth-schemes/poseidon-mariners/siren-sorrento-anime.jpg,12,12,
903,432,432,224,,poseidon-mariners,,494,17,17,/cloth-schemes/poseidon-mariners/mermaid-thetis-anime.jpg,12,12,
904,195,195,137,,poseidon-mariners-generals,18,494,17,17,/cloth-schemes/poseidon-mariners/scylla-io-anime.jpg,12,12,
905,224,224,132,,poseidon-mariners-generals,18,494,17,17,/cloth-schemes/poseidon-mariners/lyumnades-kasa-anime.jpg,12,12,
906,197,197,184,,poseidon-mariners-generals,18,494,17,17,/cloth-schemes/poseidon-mariners/kraken-isaak-anime.jpg,12,12,
907,221,221,309,,poseidon-mariners-generals,18,494,17,17,/cloth-schemes/poseidon-mariners/sea-dragon-kanon-anime.jpg,12,12,
908,236,236,72,,poseidon-mariners-generals,18,494,17,17,/cloth-schemes/poseidon-mariners/chrysaor-krishna-anime.jpg,12,12,
909,52,52,175,,poseidon-mariners-generals,18,494,17,17,/cloth-schemes/poseidon-mariners/sea-horse-baian-anime.jpg,12,12,
910,120,120,63,,athena-saints-18,5,582,5,5,/cloth-schemes/athena-saints/cassiopeia-elda-anime.jpg,17,17,
911,225,225,80,,athena-saints-27,5,582,5,5,/cloth-schemes/athena-saints/corona-borealis-katya-anime.jpg,17,17,
912,20,20,105,,athena-saints-32,5,582,5,5,/cloth-schemes/athena-saints/delphinus-mii-anime.jpg,17,17,
913,394,394,133,v1,athena-saints-35,5,582,5,5,/cloth-schemes/athena-saints/equuleus-shoko-1-anime.jpg,17,17,
914,394,394,133,v2,athena-saints-35,5,582,5,5,/cloth-schemes/athena-saints/equuleus-shoko-2-anime.jpg,17,17,
915,459,459,352,,athena-saints-84,5,582,5,5,/cloth-schemes/athena-saints/ursa-minor-xiaoling-anime.jpg,17,17,
916,394,394,133,,athena-saints-35,5,582,,,,5,0,
917,52,52,175,,poseidon-mariners-archetypes,9,494,37,37,/cloth-schemes/poseidon-mariners/sea-horse-baian-archetype.jpg,2,2,
918,222,222,192,,chronos-hours-2,2,524,18,18,/cloth-schemes/chronos-hours/02-walkyrie-eastre.jpg,38,38,
919,255,255,,,chronos-leptas-4-1,37,524,18,18,/cloth-schemes/chronos-hours/04-01-toqu.jpg,38,38,
920,283,283,,,chronos-leptas-4-7,37,524,18,18,/cloth-schemes/chronos-hours/04-07-fross.jpg,38,38,
921,352,352,,,chronos-leptas-4-12,37,524,18,18,/cloth-schemes/chronos-hours/04-12-algon.jpg,38,38,
922,27,,284,,apollo-golden-warriors,7,28,,,/cloth-schemes/apollo-golden-warriors/pisces-aphrodite-guardians.jpg,46,0,
923,266,266,20,,athena-saints-5,6,582,5,5,/cloth-schemes/athena-saints/aquila-marin-anime.jpg,12,12,
924,72,72,32,,athena-saints-8,6,582,5,5,/cloth-schemes/athena-saints/auriga-capella-anime.jpg,12,12,
925,42,42,57,,athena-saints-13,6,582,5,5,/cloth-schemes/athena-saints/canes-venatici-asterion-anime.jpg,12,12,
926,401,401,58,,athena-saints-14,6,582,5,5,/cloth-schemes/athena-saints/canis-major-sirius-anime.jpg,12,12,
927,50,50,64,,athena-saints-19,6,582,5,5,/cloth-schemes/athena-saints/centaurus-babel-anime.jpg,12,12,
928,96,96,66,,athena-former-saints-13,6,582,5,5,/cloth-schemes/athena-saints/cerberus-dante-anime.jpg,12,12,
929,295,295,67,,athena-saints-21,6,582,5,5,/cloth-schemes/athena-saints/cetus-moses-anime.jpg,12,12,
930,205,205,82,,athena-saints-28,6,582,5,5,/cloth-schemes/athena-saints/corvus-jamian-anime.jpg,12,12,
931,17,17,165,,athena-saints-40,6,582,5,5,/cloth-schemes/athena-saints/heracles-algethi-anime.jpg,12,12,
932,287,287,186,,athena-saints-45,6,582,5,5,/cloth-schemes/athena-saints/lacerta-misty-anime.jpg,12,12,
933,317,317,207,,athena-saints-52,6,582,5,5,/cloth-schemes/athena-saints/lyra-orphee-anime.jpg,12,12,
934,103,103,235,,athena-saints-56,6,582,5,5,/cloth-schemes/athena-saints/musca-dio-anime.jpg,12,12,
935,386,386,249,,athena-saints-59,6,582,5,5,/cloth-schemes/athena-saints/ophiuchus-shaina-anime.jpg,12,12,
936,18,18,273,,athena-saints-63,6,582,5,5,/cloth-schemes/athena-saints/perseus-algol-anime.jpg,12,12,
937,344,344,301,,athena-saints-71,6,582,5,5,/cloth-schemes/athena-saints/sagitta-ptolemy-anime.jpg,12,12,
938,476,89,65,,athena-saints-20,6,582,10,10,/cloth-schemes/athena-saints/cepheus-daedalus-anime.jpg,30,1,
939,368,368,292,,athena-saints-69,5,582,20,,/cloth-schemes/athena-saints/pyxis-rusk-anime.jpg,15,0,
940,63,63,191,,athena-saints-47,5,582,21,,/cloth-schemes/athena-saints/leo-minor-bleriot.jpg,15,0,
941,,,344,,athena-saints-80,6,582,,,/cloth-schemes/athena-saints/triangulum-saint-online.jpg,29,29,
942,170,170,24,,athena-saints-6,6,582,20,5,/cloth-schemes/athena-saints/ara-hakurei-anime.jpg,15,0,
943,239,239,290,,athena-saints-68,6,582,20,35,/cloth-schemes/athena-saints/puppis-lacaille-anime.jpg,15,0,
944,443,443,355,,athena-saints-85,6,582,20,5,/cloth-schemes/athena-saints/vela-tsubaki-anime.jpg,15,0,
945,470,470,157,,athena-saints-39,6,582,21,5,/cloth-schemes/athena-saints/grus-yuzuriha-anime.jpg,15,0,
946,270,270,258,,athena-saints-61,6,582,5,5,/cloth-schemes/athena-saints/pavo-mayura-anime.jpg,17,17,
947,359,359,252,,athena-saints-60,6,582,10,10,/cloth-schemes/athena-saints/orion-rigel-anime.jpg,17,0,
948,212,212,307,,athena-saints-75,6,582,10,10,/cloth-schemes/athena-saints/scutum-juan-anime.jpg,17,0,
949,154,154,86,,athena-saints-30,6,582,10,10,/cloth-schemes/athena-saints/crux-georg-anime.jpg,17,0,
